id,cs_rating,name,symbol,slug,num_market_pairs,date_added,tags,circulating_supply,total_supply,cmc_rank,last_updated,quote_eur_price,quote_eur_volume_24h,quote_eur_volume_change_24h,quote_eur_percent_change_1h,quote_eur_percent_change_24h,quote_eur_percent_change_7d,quote_eur_percent_change_30d,quote_eur_percent_change_60d,quote_eur_percent_change_90d,quote_eur_market_cap,quote_eur_market_cap_dominance,quote_eur_fully_diluted_market_cap,quote_eur_last_updated
16086,,BitTorrent-New,BTT,bittorrent-new,64,2019-01-31T00:00:00Z,"[""platform"",""distributed-computing"",""filesharing"",""interoperability"",""staking"",""tron-ecosystem"",""storage"",""binance-launchpad"",""binance-labs-portfolio"",""web3"",""bnb-chain""]",929275160714000,990000000000000,55,2022-05-02T15:00:00Z,0,90030529.42,-40.362,-0.1588,1.2633,-6.6891,-22.9745,-10.886,-21.1417,1510331833,0.0913,1609026667,2022-05-02T15:01:16Z
1720,,IOTA,MIOTA,iota,76,2017-06-13T00:00:00Z,"[""dag"",""medium-of-exchange"",""iot"",""sharing-economy"",""bnb-chain""]",2779530283,2779530283,56,2022-05-02T15:00:00Z,0.5032,40504595.11,-4.6662,-0.2082,-0.5471,-17.318,-42.1887,-31.9503,-37.5301,1398637768,0.0845,1398637768,2022-05-02T15:01:16Z
2502,BB,Huobi Token,HT,huobi-token,108,2018-02-03T00:00:00Z,"[""marketplace"",""centralized-exchange"",""discount-token"",""payments"",""algorand-ecosystem"",""kenetic-capital-portfolio"",""alameda-research-portfolio"",""multicoin-capital-portfolio""]",155225063.3,500000000,57,2022-05-02T15:01:00Z,8.9705,43166027.63,-17.5569,-0.1406,0.6815,-1.4441,-3.8063,-0.6442,2.5238,1392442544,0.0842,4485237483,2022-05-02T15:01:16Z
6719,A,The Graph,GRT,the-graph,201,2020-12-17T00:00:00Z,"[""ai-big-data"",""enterprise-solutions"",""defi"",""coinbase-ventures-portfolio"",""solana-ecosystem"",""analytics"",""coinfund-portfolio"",""dcg-portfolio"",""fabric-ventures-portfolio"",""framework-ventures-portfolio"",""ledgerprime-portfolio"",""multicoin-capital-portfolio"",""parafi-capital"",""polygon-ecosystem"",""fantom-ecosystem"",""web3"",""near-protocol-ecosystem"",""arbitrum-ecosytem"",""spartan-group"",""injective-ecosystem"",""bnb-chain""]",4715735200,10000000000,58,2022-05-02T15:01:00Z,0.2927,129106481.4,-23.3527,0.1428,-1.087,-11.7131,-40.78,-17.0074,-26.2733,1380366030,0.0835,2943846910,2022-05-02T15:01:16Z
1518,A,Maker,MKR,maker,243,2017-01-29T00:00:00Z,"[""store-of-value"",""defi"",""dao"",""polychain-capital-portfolio"",""governance"",""lending-borowing"",""dragonfly-capital-portfolio"",""electric-capital-portfolio"",""a16z-portfolio"",""1confirmation-portfolio"",""placeholder-ventures-portfolio"",""pantera-capital-portfolio"",""paradigm-portfolio"",""near-protocol-ecosystem"",""spartan-group"",""bnb-chain""]",977631.037,977631.037,59,2022-05-02T15:00:00Z,1400.3811,62505778.14,-20.9841,0.7806,2.2826,-16.6202,-36.1989,-26.8245,-33.6035,1369056073,0.0827,1408191073,2022-05-02T15:01:16Z
3602,BBB,Bitcoin SV,BSV,bitcoin-sv,172,2018-11-09T00:00:00Z,"[""mineable"",""pow"",""sha-256"",""medium-of-exchange"",""store-of-value"",""state-channel""]",19048201.64,19048201.64,60,2022-05-02T15:00:00Z,70.3498,181004557.1,-0.7267,-0.0676,1.8584,-7.0452,-24.0858,-13.1093,-19.2626,1340036796,0.081,1477345381,2022-05-02T15:01:16Z
10791,BBB,eCash,XEC,ecash,49,2021-07-08T00:00:00Z,[],19048348423313,18899704673313,61,2022-05-02T15:01:00Z,0.0001,14264788.39,-68.7325,0.6206,-0.1306,-15.9886,-39.1444,-3.3827,-4.4782,1319996836,0.0798,1455240788,2022-05-02T15:01:16Z
1274,,Waves,WAVES,waves,175,2016-06-02T00:00:00Z,"[""lpos"",""platform"",""smart-contracts""]",108157780,108157780,62,2022-05-02T15:00:00Z,12.1587,315580786.6,-2.3775,0.1826,0.5142,-23.6731,-75.8389,-31.17,42.0804,1315062514,0.0795,1315062514,2022-05-02T15:01:16Z
2563,,TrueUSD,TUSD,trueusd,255,2018-03-06T00:00:00Z,"[""store-of-value"",""stablecoin"",""asset-backed-stablecoin"",""avalanche-ecosystem"",""arbitrum-ecosytem"",""bnb-chain"",""usd-stablecoin""]",1374841718,1374841718,63,2022-05-02T15:01:00Z,0.9502,85624720.66,-3.309,-0.155,-0.741,-1.624,-0.0168,-0.0322,0.0275,1306406561,0.079,1306406561,2022-05-02T15:01:16Z
9903,BBB,Convex Finance,CVX,convex-finance,110,2021-05-18T00:00:00Z,"[""defi"",""yield-aggregator""]",60269451.22,89303157.5,64,2022-05-02T15:00:00Z,21.6593,13936163.21,20.6919,0.7623,0.4334,-9.8935,-32.841,10.4006,-16.5415,1305395872,0.0789,2165932899,2022-05-02T15:01:16Z
2694,,Nexo,NEXO,nexo,71,2018-05-01T00:00:00Z,"[""services"",""payments"",""cardano-ecosystem""]",560000011,1000000000,65,2022-05-02T15:00:00Z,2.1045,28127352.14,-65.2315,-1.2138,-4.9926,0.41,-12.8779,8.5709,9.9261,1178546747,0.0713,2104547721,2022-05-02T15:01:16Z
1376,BB,Neo,NEO,neo,245,2016-09-08T00:00:00Z,"[""platform"",""enterprise-solutions"",""smart-contracts""]",70538831,100000000,66,2022-05-02T15:00:00Z,16.6492,96469209.55,-20.3407,0.0296,1.914,-11.2333,-37.7733,-27.2657,-11.603,1174415600,0.071,1664920702,2022-05-02T15:01:16Z
4847,,Stacks,STX,stacks,48,2019-10-28T00:00:00Z,"[""mineable"",""platform"",""defi"",""smart-contracts"",""metaverse"",""arrington-xrp-capital-portfolio"",""blockchain-capital-portfolio"",""dcg-portfolio"",""fabric-ventures-portfolio"",""hashkey-capital-portfolio"",""huobi-capital-portfolio"",""usv-portfolio"",""web3"",""injective-ecosystem""]",1310799104,1352464600,67,2022-05-02T15:00:00Z,0.894,11054812.95,-41.1513,-0.6254,1.1495,-13.6647,-36.924,-23.0967,-36.4019,1171918910,0.0709,1625381473,2022-05-02T15:01:16Z
3155,,Quant,QNT,quant,93,2018-08-10T00:00:00Z,"[""platform"",""interoperability""]",12072738,14612493.08,68,2022-05-02T15:00:00Z,92.797,43217232.93,-17.3051,-0.586,2.9842,-8.0244,-31.9453,-23.3369,-0.9229,1120314120,0.0677,1355995818,2022-05-02T15:01:16Z
3897,BB,OKB,OKB,okb,65,2019-04-30T00:00:00Z,"[""marketplace"",""centralized-exchange"",""discount-token"",""alameda-research-portfolio""]",60000000,300000000,69,2022-05-02T15:00:00Z,17.7609,54220645.16,9.5316,1.7153,4.0068,-7.1497,-11.6743,-6.8567,-13.2677,1065652196,0.0644,5328260980,2022-05-02T15:01:16Z
5034,BBB,Kusama,KSM,kusama,131,2019-12-12T00:00:00Z,"[""substrate"",""polkadot-ecosystem"",""cms-holdings-portfolio"",""kenetic-capital-portfolio"",""1confirmation-portfolio"",""vbc-ventures-portfolio""]",8470098.057,9651217.451,70,2022-05-02T15:00:00Z,124.4625,84264043.66,-17.002,0.4165,-0.5388,-16.9209,-34.9121,-6.3609,-20.4004,1054209851,0.0637,1201214961,2022-05-02T15:01:16Z
4066,,Chiliz,CHZ,chiliz,239,2019-07-01T00:00:00Z,"[""sports"",""collectibles-nfts"",""content-creation"",""payments""]",6000378907,8888888888,71,2022-05-02T15:00:00Z,0.1711,109828288.7,-18.3052,0.4885,1.099,-12.3819,-37.1785,-8.1939,-4.1919,1026952774,0.0621,1521315445,2022-05-02T15:01:16Z
5567,,Celo,CELO,celo,108,2020-05-22T00:00:00Z,"[""pos"",""zero-knowledge-proofs"",""mobile"",""payments"",""smart-contracts"",""coinbase-ventures-portfolio"",""polychain-capital-portfolio"",""dragonfly-capital-portfolio"",""electric-capital-portfolio"",""a16z-portfolio"",""celo-ecosystem""]",439191694,1000000000,72,2022-05-02T15:00:00Z,2.3099,57403097.58,-26.9344,-0.8203,1.4462,-14.8973,-30.213,-7.377,-25.3811,1014488578,0.0613,2309899280,2022-05-02T15:01:16Z
3945,BBB,Harmony,ONE,harmony,89,2019-06-01T00:00:00Z,"[""platform"",""enterprise-solutions"",""scaling"",""smart-contracts"",""binance-launchpad"",""binance-labs-portfolio"",""hashkey-capital-portfolio"",""harmony-ecosystem"",""injective-ecosystem"",""bnb-chain""]",12049104373,13441501373,73,2022-05-02T15:00:00Z,0.078,104812903.4,0.9025,0.3078,5.5535,-24.0934,-52.9133,-48.2188,-56.6399,939924925.7,0.0568,1048542845,2022-05-02T15:01:16Z
1934,,Loopring,LRC,loopring,200,2017-08-30T00:00:00Z,"[""marketplace"",""decentralized-exchange"",""defi"",""scaling"",""rollups""]",1329788611,1373873439,74,2022-05-02T15:00:00Z,0.7033,132263438.5,-23.4955,0.0501,3.3047,-15.7448,-38.1642,-7.0885,-25.5024,935224791.8,0.0565,966679562.3,2022-05-02T15:01:16Z
7080,,Gala,GALA,gala,147,2020-09-16T00:00:00Z,"[""collectibles-nfts"",""gaming"",""binance-smart-chain"",""polygon-ecosystem"",""play-to-earn""]",6977205436,35240112493,75,2022-05-02T15:00:00Z,0.1319,327497053.8,-14.9776,-0.4483,0.4141,-22.8926,-47.7806,-45.1823,-32.4157,920370679.7,0.0556,4648561173,2022-05-02T15:01:16Z
131,BBB,Dash,DASH,dash,335,2014-02-14T00:00:00Z,"[""mineable"",""hybrid-pow-pos"",""x11"",""medium-of-exchange"",""masternodes"",""dao"",""governance""]",10705746.67,10705746.67,76,2022-05-02T15:01:00Z,85.3425,139370600.3,-23.6254,-0.2192,2.4414,-8.7809,-30.6796,-11.0649,-6.0557,913655355.7,0.0552,1612973551,2022-05-02T15:01:16Z
6538,BB,Curve DAO Token,CRV,curve-dao-token,272,2020-08-14T00:00:00Z,"[""decentralized-exchange"",""defi"",""dao"",""yield-farming"",""amm"",""governance"",""framework-ventures-portfolio"",""alameda-research-portfolio"",""polygon-ecosystem"",""fantom-ecosystem"",""arbitrum-ecosytem""]",461837975.2,1738180820,77,2022-05-02T15:01:00Z,1.9697,160852457.4,-12.9805,0.8574,2.3107,-20.9615,-28.5533,-18.7427,-38.0371,909704149.7,0.055,6506135335,2022-05-02T15:01:16Z
3330,,Pax Dollar,USDP,paxos-standard,51,2018-09-27T00:00:00Z,"[""store-of-value"",""stablecoin"",""asset-backed-stablecoin"",""bnb-chain"",""usd-stablecoin""]",945642940.1,945642940.1,78,2022-05-02T15:00:00Z,0.9541,6222549.844,-18.6788,99999999999,-0.5892,-1.5329,0.4246,0.6042,0.3574,902226613.8,0.0545,902226613.8,2022-05-02T15:01:16Z
2130,,Enjin Coin,ENJ,enjin-coin,241,2017-11-01T00:00:00Z,"[""media"",""collectibles-nfts"",""gaming"",""ethereum-ecosystem"",""metaverse"",""arrington-xrp-capital-portfolio""]",883791705.6,1000000000,79,2022-05-02T15:01:00Z,1.0128,148959049.6,-7.0556,0.231,-1.0862,-20.9003,-43.5637,-29.8712,-42.1278,895108859.7,0.0541,1012805228,2022-05-02T15:01:16Z
5068,B,Neutrino USD,USDN,neutrino-usd,44,2020-01-30T00:00:00Z,"[""defi"",""stablecoin"",""bnb-chain"",""usd-stablecoin""]",954526190.2,954526789.1,80,2022-05-02T15:00:00Z,0.9272,11037982.14,62.5109,-0.2586,-0.653,-0.2453,-0.775,-1.6073,-0.1076,885030837.4,0.0535,885031392.6,2022-05-02T15:01:16Z
2469,,Zilliqa,ZIL,zilliqa,184,2018-01-25T00:00:00Z,"[""mineable"",""platform"",""payments"",""smart-contracts"",""polychain-capital-portfolio"",""kenetic-capital-portfolio"",""zilliqa-ecosystem"",""bnb-chain""]",12728404676,16019871829,81,2022-05-02T15:01:00Z,0.0675,343737238.1,-41.7539,-0.4073,,-29.5947,-63.4363,65.0592,55.5468,858986278.3,0.0519,1417201315,2022-05-02T15:01:16Z
1697,BB,Basic Attention Token,BAT,basic-attention-token,303,2017-06-01T00:00:00Z,"[""marketing"",""content-creation"",""defi"",""payments"",""dcg-portfolio"",""1confirmation-portfolio"",""pantera-capital-portfolio"",""web3"",""bnb-chain""]",1498032246,1500000000,82,2022-05-02T15:00:00Z,0.5576,83659113.65,-26.8988,0.4371,0.1631,-17.15,-35.6128,-18.5748,-30.1915,835245397.6,0.0505,836342541.9,2022-05-02T15:01:16Z
8646,BBB,Mina,MINA,mina,60,2021-03-02T00:00:00Z,"[""pos"",""zero-knowledge-proofs"",""staking"",""coinbase-ventures-portfolio"",""polychain-capital-portfolio""]",484319064.8,824104972,83,2022-05-02T15:01:00Z,1.683,42226354.11,-7.467,0.0504,1.2528,-16.7151,-35.0157,-15.8826,-31.4692,815115719.6,0.0493,1386980125,2022-05-02T15:01:16Z
873,,NEM,XEM,nem,122,2015-04-01T00:00:00Z,"[""poi"",""medium-of-exchange"",""payments"",""smart-contracts"",""fantom-ecosystem""]",8999999999,8999999999,84,2022-05-02T15:00:00Z,0.0857,21347728.06,-18.6381,-0.4925,0.5594,-4.574,-27.4261,-13.8717,-12.5232,771351079.1,0.0466,771351079.1,2022-05-02T15:01:16Z
6945,,Amp,AMP,amp,77,2020-09-08T00:00:00Z,[],42227702186,99213408535,85,2022-05-02T15:00:00Z,0.0181,10134241.36,-17.0636,0.3578,-0.4793,-13.4096,-31.4332,-32.1781,-37.276,766309962.6,0.0463,1679470430,2022-05-02T15:01:16Z
5632,BB,Arweave,AR,arweave,55,2020-05-27T00:00:00Z,"[""distributed-computing"",""filesharing"",""storage"",""coinbase-ventures-portfolio"",""solana-ecosystem"",""arrington-xrp-capital-portfolio"",""blockchain-capital-portfolio"",""a16z-portfolio"",""multicoin-capital-portfolio"",""web3""]",33394701,63190435,86,2022-05-02T15:00:00Z,22.8629,46993171.47,-7.719,-0.744,1.3711,-11.7213,-39.7064,-22.165,-38.4633,763498770.7,0.0462,1508949545,2022-05-02T15:01:16Z
1168,,Decred,DCR,decred,57,2016-02-10T00:00:00Z,"[""mineable"",""hybrid-pow-pos"",""blake256"",""medium-of-exchange"",""store-of-value"",""privacy"",""dao"",""placeholder-ventures-portfolio""]",13984270.47,13984270.47,87,2022-05-02T15:00:00Z,53.4725,4016705.245,-13.1586,-0.1584,-0.0166,-10.1832,-13.615,-7.146,-11.5855,747774029.4,0.0452,1122922690,2022-05-02T15:01:16Z
4846,,Kava,KAVA,kava,78,2019-10-25T00:00:00Z,"[""cosmos-ecosystem"",""defi"",""binance-launchpad"",""binance-labs-portfolio"",""lending-borowing"",""arrington-xrp-capital-portfolio"",""framework-ventures-portfolio"",""hashkey-capital-portfolio"",""injective-ecosystem""]",182735199,173657543,88,2022-05-02T15:00:00Z,3.9464,79989947.86,-11.8486,0.1703,-0.7297,-21.022,-8.5068,19.3864,26.0693,721152477.8,0.0436,685328103.8,2022-05-02T15:01:16Z
2634,,XDC Network,XDC,xinfin,54,2018-04-12T00:00:00Z,[],12305012699,37705012699,89,2022-05-02T15:01:00Z,0.0584,10341922.69,-24.864,0.2211,0.7736,8.8235,4.6923,17.7874,2.4805,718049294.7,0.0434,2200246228,2022-05-02T15:01:16Z
9444,,Kyber Network Crystal v2,KNC,kyber-network-crystal-v2,135,2021-04-26T00:00:00Z,"[""marketplace"",""decentralized-exchange"",""defi"",""dao"",""amm"",""three-arrows-capital-portfolio"",""governance"",""kenetic-capital-portfolio"",""pantera-capital-portfolio"",""parafi-capital""]",177809349.5,177809349.5,90,2022-05-02T15:00:00Z,3.9605,192383398.8,-7.9329,-1.0609,-7.5695,-18.1346,25.4779,50.4836,121.248,704214373.1,0.0426,704214373.1,2022-05-02T15:01:16Z
5692,A,Compound,COMP,compound,260,2020-06-16T00:00:00Z,"[""defi"",""dao"",""yield-farming"",""polkadot-ecosystem"",""coinbase-ventures-portfolio"",""three-arrows-capital-portfolio"",""polychain-capital-portfolio"",""lending-borowing"",""dragonfly-capital-portfolio"",""alameda-research-portfolio"",""a16z-portfolio"",""pantera-capital-portfolio"",""paradigm-portfolio"",""bnb-chain""]",6728224.658,10000000,91,2022-05-02T15:00:00Z,100.4993,58406294.67,-30.6085,0.0325,2.3705,-18.2336,-31.7995,-13.0562,-16.6522,676182120.6,0.0409,1004993375,2022-05-02T15:01:16Z
2682,,Holo,HOT,holo,114,2018-04-29T00:00:00Z,"[""platform"",""distributed-computing"",""filesharing"",""storage""]",173305412321,177619433541,92,2022-05-02T15:00:00Z,0.0039,41279962.75,-18.1032,0.2567,1.1032,-11.0166,-39.1531,-8.3611,-11.3269,668243593.9,0.0404,684877910.2,2022-05-02T15:01:16Z
3822,BB,Theta Fuel,TFUEL,theta-fuel,38,2019-03-28T00:00:00Z,"[""media"",""content-creation"",""defi"",""payments""]",5301214400,5301214400,93,2022-05-02T15:00:00Z,0.1236,48954599.78,41.0737,-0.4407,-1.8769,-19.4193,-40.4326,-23.1061,-25.9274,655011994.5,0.0396,655011994.5,2022-05-02T15:01:16Z
5647,,Kadena,KDA,kadena,27,2020-05-31T00:00:00Z,"[""mineable"",""pow"",""blake2s"",""platform"",""cosmos-ecosystem"",""smart-contracts"",""coinfund-portfolio"",""multicoin-capital-portfolio""]",171287601.1,1000000000,94,2022-05-02T15:00:00Z,3.6555,38515708.91,-36.7371,0.1823,1.2189,-20.5872,-48.1279,-47.2094,-38.0061,626137207,0.0379,3655473034,2022-05-02T15:01:16Z
5864,A,yearn.finance,YFI,yearn-finance,271,2020-07-18T00:00:00Z,"[""defi"",""yield-farming"",""yield-aggregator"",""yearn-partnerships"",""three-arrows-capital-portfolio"",""polychain-capital-portfolio"",""governance"",""blockchain-capital-portfolio"",""framework-ventures-portfolio"",""alameda-research-portfolio"",""parafi-capital"",""fantom-ecosystem"",""arbitrum-ecosytem"",""bnb-chain""]",36637.7212,36666,95,2022-05-02T15:00:00Z,16251.8539,68552794.26,-40.3328,0.0917,1.5393,-7.7265,-27.0974,-20.9007,-31.8955,595430892.4,0.036,595890474.9,2022-05-02T15:01:16Z
5604,BBB,Secret,SCRT,secret,35,2020-05-19T00:00:00Z,"[""cosmos-ecosystem"",""defi"",""privacy""]",163295557,190165060,96,2022-05-02T15:00:00Z,3.6342,14609382.14,-55.3942,0.3917,3.4488,-10.7325,-40.8078,-22.7364,-29.7137,593452479.4,0.0359,691102246.9,2022-05-02T15:01:16Z
1896,BB,0x,ZRX,0x,241,2017-08-16T00:00:00Z,"[""platform"",""decentralized-exchange"",""defi"",""scaling"",""dao"",""substrate"",""polkadot"",""polkadot-ecosystem"",""polychain-capital-portfolio"",""governance"",""blockchain-capital-portfolio"",""boostvc-portfolio"",""fabric-ventures-portfolio"",""kenetic-capital-portfolio"",""placeholder-ventures-portfolio"",""pantera-capital-portfolio""]",847496054.8,1000000000,97,2022-05-02T15:00:00Z,0.6869,172227606.2,-14.8967,-0.6418,3.5633,-5.5716,-13.3123,32.7752,22.9439,582114737.4,0.0352,686864244.6,2022-05-02T15:01:16Z
4705,,PAX Gold,PAXG,pax-gold,67,2019-09-26T00:00:00Z,"[""bnb-chain"",""tokenized-gold""]",,326440.611,98,2022-05-02T15:01:00Z,1775.9684,27937226.32,70.5232,0.0608,-2.6283,-3.3561,-2.7815,-2.9544,3.2142,579748199.9,0.035,579748199.9,2022-05-02T15:01:16Z
1659,BBB,Gnosis,GNO,gnosis-gno,68,2017-05-01T00:00:00Z,"[""services"",""decentralized-exchange"",""defi"",""prediction-markets"",""kenetic-capital-portfolio"",""arbitrum-ecosytem""]",1930733,10000000,99,2022-05-02T15:00:00Z,300.0374,5633376.572,37.5192,-0.1063,1.4237,-3.6062,-26.883,-7.8662,5.4297,579292189,0.035,3000374412,2022-05-02T15:01:16Z
7455,,Audius,AUDIO,audius,95,2020-10-20T00:00:00Z,"[""music"",""coinbase-ventures-portfolio"",""binance-labs-portfolio"",""solana-ecosystem"",""pantera-capital-portfolio"",""multicoin-capital-portfolio"",""web3""]",713381683,1097658974,100,2022-05-02T15:00:00Z,0.8112,44201501.36,13.426,-0.7695,-0.9434,-25.5417,-30.4156,6.3216,-14.5699,578673071.3,0.035,890386878.2,2022-05-02T15:01:16Z
